G1	<grk>Ἀλφα</grk> alpha
G9554	<grk>ὑπερμήκης</grk> exceedingly tall
G9555	<grk>ὕπερον</grk> a pestle
G9556	<grk>ὑπερόρασις</grk> neglect
G9557	<grk>ὑπεροράω</grk> to neglect
G9558	<grk>ὑπέροψις</grk> disdain
G9559	<grk>ὑπερτίθημι</grk> to procrastinate
G9560	<grk>ὑπερφερής</grk> overwhelming
G9561	<grk>ὑπερφέρω</grk> to overwhelm
G9562	<grk>ὑπερχαρής</grk> overjoyed
G9563	<grk>ὑπερχέω</grk> to overflow
G9564	<grk>ὑπερωμία</grk> head and shoulders above
G9565	<grk>ὑπεύθυνος</grk> accountable
G9566	<grk>ὑπηρεσία</grk> service
G9567	<grk>ὑπνόω</grk> to sleep
G9568	<grk>ὑπνώδης</grk> sleepy
G9569	<grk>ὑποβλέπω</grk> to suspect
G9570	<grk>ὑπόγαιος</grk> subterranean
G9571	<grk>ὑποδύτης</grk> an undergarment
G9572	<grk>ὑπόθεμα</grk> an underpart
G9573	<grk>ὑποκαίω</grk> to fire up
G9574	<grk>ὑποκαλύπτω</grk> to cover up
G9575	<grk>ὑποκάτωθεν</grk> from beneath
G9576	<grk>ὑπόκειμαι</grk> to lay in place of
G9577	<grk>ὑπόλειμμα</grk> a vestige
G9578	<grk>ὑπόλοιπος</grk> a vestige
G9579	<grk>ὑπόλυσις</grk> a loosening
G9580	<grk>ὑπολύω</grk> to untie
G9581	<grk>ὑπόμνημα</grk> a record
G9582	<grk>ὑπομνηματισμός</grk> a memoir
G9583	<grk>ὑπομνηματογράφος</grk> a recorder
G9584	<grk>ὑπονύσσω</grk> to goad
G9585	<grk>ὑποπίπτω</grk> be penitent
G9586	<grk>ὑποπτεύω</grk> to dread
G9587	<grk>ὑποπυρρίζω</grk> be reddish
G9588	<grk>ὑποσκελίζω</grk> to trip up
G9589	<grk>ὑποσκέλισμα</grk> a fall
G9590	<grk>ὑπόστημα</grk> a garrison
G9591	<grk>ὑποστήριγμα</grk> a support
G9592	<grk>ὑποστηρίζω</grk> to support
G9593	<grk>ὑποτίτθιος</grk> under a breast
G9594	<grk>ὑπουργός</grk> an aid
G9595	<grk>ὑπόφαυσις</grk> a narrow opening
G9596	<grk>ὑπόφορος</grk> subject to tribute
G9597	<grk>ὑποχείριος</grk> under one's hand
G9598	<grk>ὑποχόνδριος</grk> a spleen
G9599	<grk>ὑπόχρεως</grk> a debtor
G9600	<grk>ὑποχυτήρ</grk> an oil flask
G9601	<grk>ὑπτιάζω</grk> to turn up and open hands
G9602	<grk>ὕπτιος</grk> steep
G9603	<grk>ὑπώπιος</grk> a bruise
G9604	<grk>ὑστεροβουλία</grk> an afterthought
G9605	<grk>ὑφαίνω</grk> to weave
G9606	<grk>ὑφαιρέω</grk> to take up
G9607	<grk>ὑφάντης</grk> a weaver
G9608	<grk>ὕφασμα</grk> a woven work
G9609	<grk>ὑφίστημι</grk> to stand
G9610	<grk>ὑψηλοκάρδιος</grk> a proud heart
G9611	<grk>ὕψωσις</grk> act of exaltation
G9612	<grk>ὕω</grk> to rain
G9613	<grk>φαιός</grk> gray
G9614	<grk>φακός</grk> a flask
G9615	<grk>φαλακρός</grk> bald
G9616	<grk>φαλάκρωμα</grk> baldness
G9617	<grk>φαρέτρα</grk> a quiver
G9618	<grk>φαρμακεύω</grk> to administer potions
G9619	<grk>φάρμακον</grk> a potion
G9620	<grk>φαρουρίμ</grk> a compound
G9621	<grk>φάρυγξ</grk> a throat
G9622	<grk>φασέκ</grk> a passover
G9623	<grk>φάσμα</grk> a visible manifestation
G9624	<grk>φατνόω</grk> to decorate with fretwork
G9625	<grk>φάτνωμα</grk> a fretwork
G9626	<grk>φαυλίζω</grk> to treat as worthless
G9627	<grk>φαύλισμα</grk> a careless attitude
G9628	<grk>φαυλισμός</grk> disparagement
G9629	<grk>φαυλίστρια</grk> heedless
G9630	<grk>φαῦσις</grk> giving light
G9631	<grk>φερνή</grk> a dowry
G9632	<grk>φερνίζω</grk> to endow
G9633	<grk>φθάρμα</grk> corruption
G9634	<grk>φθέγμα</grk> an utterance
G9635	<grk>φθειρίζομαι</grk> to fumigate
G9636	<grk>φθίνω</grk> to wane
G9637	<grk>φιλαμαρτήμων</grk> fond of sinning
G9638	<grk>φιλεχθρέω</grk> fond of quarreling
G9639	<grk>φιλιάζω</grk> to befriend
G9640	<grk>φιλογέωργος</grk> fond of husbandry
G9641	<grk>φιλογύναιος</grk> fond of women
G9642	<grk>φιλονεικέω</grk> be fond of altercations
G9643	<grk>φιμός</grk> a rein
G9644	<grk>φλεγμαίνω</grk> be inflamed
G9645	<grk>φλέγω</grk> to blaze
G9646	<grk>φλέψ</grk> an artery
G9647	<grk>φλιά</grk> a doorway
G9648	<grk>φλόγινος</grk> flaming
G9649	<grk>φλυκτίς</grk> a boil
G9650	<grk>φοβερίζω</grk> to throw into fear
G9651	<grk>φοβερισμός</grk> fright
G9652	<grk>φοβερῶς</grk> fearfully
G9653	<grk>φοινίκεος</grk> crimson
G9654	<grk>φοινικών</grk> palm-grove
G9655	<grk>φονευτής</grk> a man-killer
G9656	<grk>φονοκτονέω</grk> to pollute with murder
G9657	<grk>φορβεά</grk> a halter
G9658	<grk>φορεῖον</grk> a carriage
G9659	<grk>φορθομμίν</grk> nobles
G9660	<grk>φορολόγητος</grk> tributary
G9661	<grk>φορολόγος</grk> tribute-gatherer
G9662	<grk>φρίκη</grk> shuddering awe
G9663	<grk>φρικτός</grk> a cause for shuddering
G9664	<grk>φρικώδης</grk> a cause for shuddering
G9665	<grk>φροντίς</grk> bewilderment
G9666	<grk>φρουρά</grk> a detachment of soldiers
G9667	<grk>φρουραί</grk> lots
G9668	<grk>φρύαγμα</grk> neighing
G9669	<grk>φρύγιον</grk> dried sticks
G9670	<grk>φρύγω</grk> to parch
G9671	<grk>φυγαδεία</grk> flight
G9672	<grk>φυγαδεῖον</grk> a place of refuge
G9673	<grk>φυγαδευτήριον</grk> a place of refuge
G9674	<grk>φυγαδεύω</grk> to drive into exile
G9675	<grk>φυγάς</grk> an exile
G9676	<grk>φυή</grk> development
G9677	<grk>φύλαγμα</grk> an injunction
G9678	<grk>φυλάκισσα</grk> a female keeper
G9679	<grk>φύλαρχος</grk> a tribal chief
G9680	<grk>φύρασις</grk> a mixing together
G9681	<grk>φυράω</grk> to mix up
G9682	<grk>φυρμός</grk> a befouling
G9683	<grk>φύρω</grk> to befoul
G9684	<grk>φυσάω</grk> to blow
G9685	<grk>φυσητήρ</grk> a pair of bellows
G9686	<grk>φύτευμα</grk> a plant
G9687	<grk>φυτόν</grk> a plant
G9688	<grk>φωράω</grk> caught in the act
G9689	<grk>χ</grk> 600
G9690	<grk>χαίνω</grk> to gape wide
G9691	<grk>χαλαστόν</grk> a chain-work
G9692	<grk>χαλβάνη</grk> galbanum
G9693	<grk>χάλιξ</grk> gravel
G9694	<grk>χαλκεῖον</grk> a brass cauldron
G9695	<grk>χάλκειος</grk> of brass
G9696	<grk>χαλκεύω</grk> to forge
G9697	<grk>χαμαιλέων</grk> chameleon
G9698	<grk>χάος</grk> chaos
G9699	<grk>χαραδριός</grk> a curlew
G9700	<grk>χαρακοβολία</grk> a palisade
G9701	<grk>χαρακόω</grk> to build a palisade
G9702	<grk>χαράκωσις</grk> a siege mound
G9703	<grk>χαράσσω</grk> to grave
G9704	<grk>χαρμονή</grk> a cause for joy
G9705	<grk>χαρμοσύνη</grk> joyfulness
G9706	<grk>χαροποιός</grk> a causing joy
G9707	<grk>χαρτίον</grk> papyrus paper
G9708	<grk>χαυών</grk> a cake
G9709	<grk>χαφουρή</grk> bowls
G9710	<grk>χειμερινός</grk> of winter
G9711	<grk>χειροπέδαι</grk> manacles
G9712	<grk>χειροτονία</grk> stretching forth hands
G9713	<grk>χειρόω</grk> to lay hands against
G9714	<grk>χελιδών</grk> a swallow
G9715	<grk>χελώνη</grk> a tortoise
G9716	<grk>χελώνιον</grk> a lip
G9717	<grk>χερούβ</grk> a cherub
G9718	<grk>χερσαῖος</grk> of dry land
G9719	<grk>χέρσος</grk> uncultivated
G9720	<grk>χερσόω</grk> to make barren
G9721	<grk>χέω</grk> to pour
G9722	<grk>χηλή</grk> a claw
G9723	<grk>χηρεία</grk> widowhood
G9724	<grk>χήρευσις</grk> widowhood
G9725	<grk>χηρεύω</grk> be a widow
G9726	<grk>χθιζός</grk> of yesterday
G9727	<grk>χθών</grk> soil
G9728	<grk>χῖδρον</grk> green wheat
G9729	<grk>χιλιαρχία</grk> a command of a thousand
G9730	<grk>χιλιοπλασίως</grk> a thousand times more
G9731	<grk>χίλιος</grk> a thousand
G9732	<grk>χίμαιρα</grk> a yearling
G9733	<grk>χίμαρος</grk> 1 winter yearling
G9734	<grk>χιονόομαι</grk> to snow
G9735	<grk>χλαῖνα</grk> a goat's hair coat
G9736	<grk>χλεύασμα</grk> an object of taunts
G9737	<grk>χλευασμός</grk> taunting
G9738	<grk>χλίδων</grk> an armlet
G9739	<grk>χλωρίζω</grk> be greenish
G9740	<grk>χλωρότης</grk> greenness
G9741	<grk>χνόος</grk> dust
G9742	<grk>χοιρογρύλλιος</grk> hyrax
G9743	<grk>χολέρα</grk> cholera
G9744	<grk>χόλος</grk> bitter anger
G9745	<grk>χονδρίτης</grk> of groats
G9746	<grk>χορδή</grk> string of a lyre
G9747	<grk>χορεύω</grk> to join in a dance
G9748	<grk>χορηγία</grk> a bestowing of expenses
G9749	<grk>χόριον</grk> afterbirth
G9750	<grk>χορρί</grk> a patrol
G9751	<grk>χορτασία</grk> a filling
G9752	<grk>χορτομανέω</grk> be overgrown
G9753	<grk>χοῦς</grk> a coos
G9754	<grk>χρεμετίζω</grk> to snort
G9755	<grk>χρεμετισμός</grk> snorting
G9756	<grk>χρέος</grk> a debt
G9757	<grk>χρησμολογέω</grk> to speak oracles
G9758	<grk>χρῖσις</grk> an anointing
G9759	<grk>χροιά</grk> complexion
G9760	<grk>χρυσαυγέω</grk> to shine like gold
G9761	<grk>χρυσοτόρευτος</grk> wrought in gold
G9762	<grk>χρυσοχόος</grk> a goldsmith
G9763	<grk>χυδαῖος</grk> extensive
G9764	<grk>χύμα</grk> an increase
G9765	<grk>χυτός</grk> cast
G9766	<grk>χύτρα</grk> an earthen pot
G9767	<grk>χυτρόγαυλος</grk> a pot
G9768	<grk>χυτρόπους</grk> a pot with feet
G9769	<grk>χωθαρώθ</grk> a capital
G9770	<grk>χωλαίνω</grk> be lame
G9771	<grk>χῶμα</grk> an embankment
G9772	<grk>χωμαρείμ</grk> idolatrous priests
G9773	<grk>χωματίζω</grk> be fortified; by a mound
G9774	<grk>χώνευμα</grk> a molten casting
G9775	<grk>χώνευσις</grk> a molten casting
G9776	<grk>χωνευτήριον</grk> a foundry furnace
G9777	<grk>χωνευτής</grk> a smelterer
G9778	<grk>χωνευτός</grk> casted
G9779	<grk>χωνεύω</grk> to cast in a furnace
G9780	<grk>χωρισμός</grk> separation
G9781	<grk>χωροβατέω</grk> to explore
G9782	<grk>ψαλίς</grk> a clip
G9783	<grk>ψαλτήριον</grk> a psaltery
G9784	<grk>ψαλτός</grk> strummed chords of music
G9785	<grk>ψαλτῳδέω</grk> to sing along with stringed instruments
G9786	<grk>ψαλτῳδός</grk> a psalm singer
G9787	<grk>ψαρός</grk> dapple-gray
G9788	<grk>ψέκας</grk> mist
G9789	<grk>ψελλίζω</grk> to stutter
G9790	<grk>ψέλλιον</grk> a bracelet
G9791	<grk>ψευδῶς</grk> falsely
G9792	<grk>ψηλαφητός</grk> tangible
G9793	<grk>ψήφισμα</grk> a referendum
G9794	<grk>ψιθυρίζω</grk> to whisper
G9795	<grk>ψιλός</grk> bare
G9796	<grk>ψιλόω</grk> to make bear
G9797	<grk>ψόα</grk> a flank
G9798	<grk>ψόγος</grk> fault
G9799	<grk>ψοφέω</grk> to stamp
G9800	<grk>ψόφος</grk> a noise
G9801	<grk>ψυγμός</grk> a refreshing
G9802	<grk>ψυκτήρ</grk> a wine-cooler
G9803	<grk>ψύλλος</grk> a flea
G9804	<grk>ψωμός</grk> a morsel
G9805	<grk>ψώρα</grk> mange
G9806	<grk>ψωραγριάω</grk> to have chronic mange
G9807	<grk>ᾤα</grk> an edge
G9808	<grk>ᾠδός</grk> a singer
G9809	<grk>ὠθέω</grk> to thrust through
G9810	<grk>ὠμία</grk> protrusion
G9811	<grk>ὠμός</grk> raw
G9812	<grk>ὠμοτοκέω</grk> to bring forth prematurely
G9813	<grk>ὡραιόομαι</grk> be beautiful
G9814	<grk>ὡραιότης</grk> beauty
G9815	<grk>ὡραϊσμός</grk> finery
G9816	<grk>ὥριμος</grk> in season
G9817	<grk>ὠρύωμα</grk> a roaring
G9818	<grk>ὡς ἂν</grk> continually
G9819	<grk>ὠτότμητος</grk> mutilated ears
G9820	<grk>ὠφέλημα</grk> benefit
G9821	<grk>ὤχρα</grk> paleness
G9822	<grk>εὐρυχωρία</grk> expanse
G9823	<grk>στρεπτός</grk> twisted
G9824	<grk>ἵν</grk> hin
G9825	<grk>Ἀσέν</grk> Asen
G9826	<grk>Βουγαίου</grk> Bougean
G9827	<grk>Ἐδέμ</grk> Edem
G9828	<grk>Γεργεσαίοι</grk> Gergashites
G9829	<grk>Ἡλιουπόλεως</grk> Heliopolis
G9830	<grk>Ὡδουά</grk> Hodijah
G9831	<grk>Ιανήν</grk> Janen
G9832	<grk>Ιεμνάθ</grk> Jemnath
G9833	<grk>Ιωθώρ</grk> Jothor
G9834	<grk>Παρίνοις</grk> Parian
G9835	<grk>Σουταλαάμ</grk> Sutalaam
G9836	<grk>Ταάμ</grk> Tam
G9837	<grk>φαρές</grk> peres
G9838	<grk>θραέλ</grk> gate
G9839	<grk>εἰκοστός</grk> twenty
G9840	<grk>Σουρ</grk> Sur
G9841	<grk>Αυσίτιδος</grk> Ausis
G9842	<grk>ἐνθέμιον</grk> socket
G9843	<grk>ακί</grk> unexcepted
G9844	<grk>βλαστός</grk> offspring
G9845	<grk>τυρός</grk> cheese
G9980	<grk>πηρόω</grk> to disable
G9981	<grk>προβάτιον</grk> lamb
G9982	<grk>προσανέχω</grk> to rise up
G9983	<grk>προσβιβάζω</grk> to persuade
G9984	<grk>προσλέγω</grk> to answer
G9985	<grk>Πύθιος</grk> Pythius
G9986	<grk>ὑσσός</grk> javelin
G9987	<grk>περιραίνω</grk> sprinkle
G9989	<grk>ὅρος</grk> boundary
G9990	<grk>ιβ</grk> 12
G9991	<grk>ρμδ</grk> 144
G9992	<grk>τυπικῶς</grk> figuratively
G9993	<grk>ἕλιγμα</grk> wrapping
G20001	<grk>ἀβατόομαι</grk> to be made desert
G20002	<grk>ἀβοηθησία</grk> helplessness
G20003	<grk>ἀβούλευτος</grk> ill-advised, inconsiderate.
G20004	<grk>ἀγαθότης</grk> goodness
G20005	<grk>ἀγαυρίαμα</grk> insolence
G20006	<grk>ἀγαυριάομαι</grk> to be insolent
G20007	<grk>ἀγερωχία</grk> feats of mastery
G20008	<grk>ἀγέρωχος</grk> arrogant
G20009	<grk>ἁγιαστία</grk> service
G20010	<grk>ἁγιοποιέω</grk> sanctify
G20011	<grk>ἁγιστεία</grk> service
G20013	<grk>ἁγνιασμός</grk> purification
G20014	<grk>ἄγυια</grk> collection of streets, city
G20015	<grk>ἀγύναιξ</grk> wifeless
G20016	<grk>ἀδελφικός</grk> sisterly
G20017	<grk>ἀδελφοπρεπῶς</grk> as befits a brother
G20018	<grk>ἀδιάστροφος</grk> without molestation
G20019	<grk>ἀδιάτρεπτος</grk> headstrong
G20020	<grk>ἀδιεξέταστος</grk> that will not stand examinalion
G20021	<grk>ἀδρανής</grk> deprived of its strength, useless
G20022	<grk>ἀδυναμέω</grk> to want power, be incapable
G20023	<grk>ἀέρινος</grk> grey
G20024	<grk>ἀζημίωτος</grk> immune
G20025	<grk>ἀθεΐα</grk> faithlessness
G20026	<grk>ἀθλοθετέω</grk> preside over, direct
G20027	<grk>ἄθροισμα</grk> human organism
G20028	<grk>ἀθώητος</grk> impunity
G20029	<grk>αἴγεος</grk> a goat's skin
G20030	<grk>αἰκισμός</grk> wrench, shock
G20031	<grk>αἴλουρος</grk> cat, Felis domesticus
G20032	<grk>αἱμάσσω</grk> to be bloody, blood-red
G20033	<grk>αἱμόρραντος</grk> blood-sprinkled
G20034	<grk>αἱρετίς</grk> one who chooses
G20035	<grk>ἀκάλυπτος</grk> uncovered, unveiled
G20036	<grk>ἀκαταμάχητος</grk> unconquerable
G20037	<grk>ἀκαταστατέω</grk> to be unstable
G20038	<grk>ἀκηλίδωτος</grk> spotless
G20039	<grk>ἀκοίμητος</grk> sleepless, unresting
G20040	<grk>ἀκοινώνητος</grk> inhuman
G20041	<grk>ἀκοπίατος</grk> never tires of
G20042	<grk>ἀκουσείω</grk> long to hear
G20043	<grk>ἀκριβάζω</grk> to be proud
G20044	<grk>ἄκριτος</grk> not exercising judgement, undiscriminating
G20045	<grk>ἀκρωτηριάζω</grk> form a promontory, jut out like one
G20046	<grk>ἀλλοεθνής</grk> with foreign foe
G20047	<grk>ἀλλοφυλέω</grk> religions
G20048	<grk>ἀλλοφυλισμός</grk> adoption of foreign customs
