G1	Ἀλφα alpha
G9675	φυγάς an exile
G9676	φυή development
G9677	φύλαγμα an injunction
G9678	φυλάκισσα a female keeper
G9679	φύλαρχος a tribal chief
G9680	φύρασις a mixing together
G9681	φυράω to mix up
G9682	φυρμός a befouling
G9683	φύρω to befoul
G9684	φυσάω to blow
G9685	φυσητήρ a pair of bellows
G9686	φύτευμα a plant
G9687	φυτόν a plant
G9688	φωράω caught in the act
G9689	χ 600
G9690	χαίνω to gape wide
G9691	χαλαστόν a chain-work
G9692	χαλβάνη galbanum
G9693	χάλιξ gravel
G9694	χαλκεῖον a brass cauldron
G9695	χάλκειος of brass
G9696	χαλκεύω to forge
G9697	χαμαιλέων chameleon
G9698	χάος chaos
G9699	χαραδριός a curlew
G9700	χαρακοβολία a palisade
G9701	χαρακόω to build a palisade
G9702	χαράκωσις a siege mound
G9703	χαράσσω to grave
G9704	χαρμονή a cause for joy
G9705	χαρμοσύνη joyfulness
G9706	χαροποιός a causing joy
G9707	χαρτίον papyrus paper
G9708	χαυών a cake
G9709	χαφουρή bowls
G9710	χειμερινός of winter
G9711	χειροπέδαι manacles
G9712	χειροτονία stretching forth hands
G9713	χειρόω to lay hands against
G9714	χελιδών a swallow
G9715	χελώνη a tortoise
G9716	χελώνιον a lip
G9717	χερούβ a cherub
G9718	χερσαῖος of dry land
G9719	χέρσος uncultivated
G9720	χερσόω to make barren
G9721	χέω to pour
G9722	χηλή a claw
G9723	χηρεία widowhood
G9724	χήρευσις widowhood
G9725	χηρεύω be a widow
G9726	χθιζός of yesterday
G9727	χθών soil
G9728	χῖδρον green wheat
G9729	χιλιαρχία a command of a thousand
G9730	χιλιοπλασίως a thousand times more
G9731	χίλιος a thousand
G9732	χίμαιρα a yearling
G9733	χίμαρος 1 winter yearling
G9734	χιονόομαι to snow
G9735	χλαῖνα a goat's hair coat
G9736	χλεύασμα an object of taunts
G9737	χλευασμός taunting
G9738	χλίδων an armlet
G9739	χλωρίζω be greenish
G9740	χλωρότης greenness
G9741	χνόος dust
G9742	χοιρογρύλλιος hyrax
G9743	χολέρα cholera
G9744	χόλος bitter anger
G9745	χονδρίτης of groats
G9746	χορδή string of a lyre
G9747	χορεύω to join in a dance
G9748	χορηγία a bestowing of expenses
G9749	χόριον afterbirth
G9750	χορρί a patrol
G9751	χορτασία a filling
G9752	χορτομανέω be overgrown
G9753	χοῦς a coos
G9754	χρεμετίζω to snort
G9755	χρεμετισμός snorting
G9756	χρέος a debt
G9757	χρησμολογέω to speak oracles
G9758	χρῖσις an anointing
G9759	χροιά complexion
G9760	χρυσαυγέω to shine like gold
G9761	χρυσοτόρευτος wrought in gold
G9762	χρυσοχόος a goldsmith
G9763	χυδαῖος extensive
G9764	χύμα an increase
G9765	χυτός cast
G9766	χύτρα an earthen pot
G9767	χυτρόγαυλος a pot
G9768	χυτρόπους a pot with feet
G9769	χωθαρώθ a capital
G9770	χωλαίνω be lame
G9771	χῶμα an embankment
G9772	χωμαρείμ idolatrous priests
G9773	χωματίζω be fortified; by a mound
G9774	χώνευμα a molten casting
G9775	χώνευσις a molten casting
G9776	χωνευτήριον a foundry furnace
G9777	χωνευτής a smelterer
G9778	χωνευτός casted
G9779	χωνεύω to cast in a furnace
G9780	χωρισμός separation
G9781	χωροβατέω to explore
G9782	ψαλίς a clip
G9783	ψαλτήριον a psaltery
G9784	ψαλτός strummed chords of music
G9785	ψαλτῳδέω to sing along with stringed instruments
G9786	ψαλτῳδός a psalm singer
G9787	ψαρός dapple-gray
G9788	ψέκας mist
G9789	ψελλίζω to stutter
G9790	ψέλλιον a bracelet
G9791	ψευδῶς falsely
G9792	ψηλαφητός tangible
G9793	ψήφισμα a referendum
G9794	ψιθυρίζω to whisper
G9795	ψιλός bare
G9796	ψιλόω to make bear
G9797	ψόα a flank
G9798	ψόγος fault
G9799	ψοφέω to stamp
G9800	ψόφος a noise
G9801	ψυγμός a refreshing
G9802	ψυκτήρ a wine-cooler
G9803	ψύλλος a flea
G9804	ψωμός a morsel
G9805	ψώρα mange
G9806	ψωραγριάω to have chronic mange
G9807	ᾤα an edge
G9808	ᾠδός a singer
G9809	ὠθέω to thrust through
G9810	ὠμία protrusion
G9811	ὠμός raw
G9812	ὠμοτοκέω to bring forth prematurely
G9813	ὡραιόομαι be beautiful
G9814	ὡραιότης beauty
G9815	ὡραϊσμός finery
G9816	ὥριμος in season
G9817	ὠρύωμα a roaring
G9818	ὡς ἂν continually
G9819	ὠτότμητος mutilated ears
G9820	ὠφέλημα benefit
G9821	ὤχρα paleness
G9822	εὐρυχωρία expanse
G9823	στρεπτός twisted
G9824	ἵν hin
G9825	Ἀσέν Asen
G9826	Βουγαίου Bougean
G9827	Ἐδέμ Edem
G9828	Γεργεσαίοι Gergashites
G9829	Ἡλιουπόλεως Heliopolis
G9830	Ὡδουά Hodijah
G9831	Ιανήν Janen
G9832	Ιεμνάθ Jemnath
G9833	Ιωθώρ Jothor
G9834	Παρίνοις Parian
G9835	Σουταλαάμ Sutalaam
G9836	Ταάμ Tam
G9837	φαρές peres
G9838	θραέλ gate
G9839	εἰκοστός twenty
G9840	Σουρ Sur
G9841	Αυσίτιδος Ausis
G9842	ἐνθέμιον socket
G9843	ακί unexcepted
G9844	βλαστός offspring
G9845	τυρός cheese
G9980	πηρόω to disable
G9981	προβάτιον lamb
G9982	προσανέχω to rise up
G9983	προσβιβάζω to persuade
G9984	προσλέγω to answer
G9985	Πύθιος Pythius
G9986	ὑσσός javelin
G9987	περιραίνω sprinkle
G9989	ὅρος boundary
G9990	ιβ 12
G9991	ρμδ 144
G9992	τυπικῶς figuratively
G9993	ἕλιγμα wrapping
G20001	ἀβατόομαι to be made desert
G20002	ἀβοηθησία helplessness
G20003	ἀβούλευτος ill-advised, inconsiderate.
G20004	ἀγαθότης goodness
G20005	ἀγαυρίαμα insolence
G20006	ἀγαυριάομαι to be insolent
G20007	ἀγερωχία feats of mastery
G20008	ἀγέρωχος arrogant
G20009	ἁγιαστία service
G20010	ἁγιοποιέω sanctify
G20011	ἁγιστεία service
G20013	ἁγνιασμός purification
G20014	ἄγυια collection of streets, city
G20015	ἀγύναιξ wifeless
G20016	ἀδελφικός sisterly
G20017	ἀδελφοπρεπῶς as befits a brother
G20018	ἀδιάστροφος without molestation
G20019	ἀδιάτρεπτος headstrong
G20020	ἀδιεξέταστος that will not stand examinalion
G20021	ἀδρανής deprived of its strength, useless
G20022	ἀδυναμέω to want power, be incapable
G20023	ἀέρινος grey
G20024	ἀζημίωτος immune
G20025	ἀθεΐα faithlessness
G20026	ἀθλοθετέω preside over, direct
G20027	ἄθροισμα human organism
G20028	ἀθώητος impunity
G20029	αἴγεος a goat's skin
G20030	αἰκισμός wrench, shock
G20031	αἴλουρος cat, Felis domesticus
G20032	αἱμάσσω to be bloody, blood-red
G20033	αἱμόρραντος blood-sprinkled
G20034	αἱρετίς one who chooses
G20035	ἀκάλυπτος uncovered, unveiled
G20036	ἀκαταμάχητος unconquerable
G20037	ἀκαταστατέω to be unstable
G20038	ἀκηλίδωτος spotless
G20039	ἀκοίμητος sleepless, unresting
G20040	ἀκοινώνητος inhuman
G20041	ἀκοπίατος never tires of
G20042	ἀκουσείω long to hear
G20043	ἀκριβάζω to be proud
G20044	ἄκριτος not exercising judgement, undiscriminating
G20045	ἀκρωτηριάζω form a promontory, jut out like one
G20046	ἀλλοεθνής with foreign foe
G20047	ἀλλοφυλέω religions
G20048	ἀλλοφυλισμός adoption of foreign customs
G20049	ἀμβλυωπέω to be dim-sighted
G20050	ἀμειδής gloomy
G20051	ἀμείδητος gloomy
G20052	ἀμνησία decree of amnesty
G20053	ἀμνησικακία forgivingness
G20054	ἀμνηστία over
G20055	ἀμόλυντος not leaving any stain
G20056	ἄμυνα vengeance, requital
G20057	ἀμφιάζω put on
G20058	ἀνάβαθρα going up, ascent
G20059	ἀναβίωσις return to life
G20060	ἀνάγλυφος wrought in low relief
G20061	ἀναγνεία abominable wickedness
G20062	ἀνάγωγος inerudite et
G20063	ἀνάδυσις emergence
G20064	ἀναληπτήρ bowl
G20065	ἀνάλογος equivalent to, resembling
G20066	ἀνανεάζω new again
G20067	ἀνανέομαι mount up
G20068	ἀναποδίζω fall late
G20069	ἀναποδισμός calling back, recall
G20070	ἀναπτέρωσις clamorous
G20071	ἀνατολάς eastwards
G20072	ἀνδραγάθησις bravery
G20073	ἀνδρειόω become a man
G20074	ἀνδρολογία census
G20075	ἀνείκαστος incapable of artistic representation
G20076	ἀνεκλιπής incessant
G20077	ἀνεπιτρέπτως without permission
G20078	ἀνθράκινος (woad)
G20079	ἀνίκητος plaster
G20080	ἀνοιγεύς opener
G20081	ἀνομβρέω pour forth
G20082	ἀντανακλάω cause to revert
G20083	ἀντιδοκέω think oneself equal to
G20084	ἀντικάθημαι lie over against
G20085	ἄντικρυς oppose
G20086	ἀντιπεριβάλλω to be clothed about
G20087	ἀντίπτωμα accident
G20088	ἀντισχύω repel by force
G20089	ἀντιφιλοσοφέω to be contrary
G20090	ἀνυπέρθετος incomparable
G20091	ἀπαδικέω wrong
G20092	ἀπαρασήμαντος unnoticed
G20093	ἀπασπάζομαι take leave of
G20094	ἀπάτησις beguiling
G20095	ἀπειράγαθος unacquainted with goodness, foolish
G20096	ἀπεναντίον opposite
G20097	ἀπένθητος unlamented
G20098	ἀπερίσπαστος continually
G20099	ἀπευθανατίζω happily
G20100	ἀπλάνητος err
G20101	ἀπληστεύομαι insatiable
G20102	ἀποβάπτω draw
G20103	ἀπόβλημα anything cast away
G20104	ἀποδεκατίζω tithe
G20105	ἀποδιαστέλλω to be set apart, forbidden
G20106	ἀποδοχεῖον cistern
G20107	ἀποκάλυμμα arevelation
G20108	ἀποκενόω evacuate
G20109	ἀπόκλειστος shut off, enclosed
G20110	ἀποκοσμέω remove from the world, kill
G20111	ἀποκτέννω kill
G20112	ἀπομιτρόω take away the mitre
G20113	ἀποξαίνω scarify, tear
G20114	ἀποπαρθενεύομαι deflower
G20115	ἀποπρατίζομαι sell
G20116	ἀποργίζομαι to be angry
G20117	ἀπόρρηξις breaking
G20118	ἀπορρωγάς breakup
G20120	ἀποσκοπέω regard
G20121	ἀποσκορπίζω to scatter widely
G20122	ἀποσκυθίζω to be shaved bare
G20123	ἀποστρεβαλόομαι to be horribly tortured
G20124	ἀποσφενδονάω as from a sling
G20125	ἀποτεκνόομαι to be deprived of children
G20126	ἀποτίναγμα tow
G20127	ἀποτίνυμι to repay
G20128	ἀπότομος precisely, in the strictest sense
G20129	ἀποχύνω to pour out
G20130	ἀπροσδεής self-sufficient
G20131	ἀπτόητος undaunted
G20132	ἄπωθεν far from
G20133	ἀπωσμός replusion
G20134	ἀργυρολόγητος subject to a levy in money
G20135	ἀργυροχόος melter of, worker in, silver
G20136	ἀρδαλόω spread
G20137	ἀρεταλογία recitation of
G20138	ἀρετηφόρος virtuous
G20139	ἀρθρέμβολον instruments of torture
G20140	ἄρκος bear-berry, Arctostaphylos Uva-ursi
G20141	ἁρμόνιος fitting, harmonious
G20142	ἀροτριασμός ploughing
G20143	ἀροτριόω to be ploughed
G20144	ἀρραβωνίζεται deposit paid
G20145	ἀρρενώδης brave.
G20146	ἄρσην aršan-
G20147	ἀρχιεράομαι priestess
G20148	ἀρχιερατεύω to be high-priest
G20149	ἀρχιερωσύνη high-priesthood
G20150	ἀρῳδιός heron
G20151	ἀσθενόψυχος weak-minded
G20152	ἀσκοπυτίνη leathern canteen
G20153	ἀσταθής unsteady, unstable
G20154	ἀσυρής lewd, filthy
G20155	ἀσχολέω to be engaged in one's own business
G20156	ἀτεκνέω have no children
G20157	ἀτιμασμός dishonour
G20158	ἀτίμητος notcapable of being valued
G20159	ἀτοπία wickedness, misdeed
G20160	ἀτράπελος difficult
G20161	αὐθεντία restriction
G20162	αὐθωρός taking immediate effect
