OGNTsort	NET2
109455	this letter,
109456	
109457	
109458	
109459	
109460	
109461	of Laodicea.
109462	to the church
109463	have it read
109464	
109465	the letter
109466	from
109467	Laodicea as well.
109468	
109469	
109470	
109471	In turn, read
109472	
109473	And tell
109474	Archippus,
109475	“See
109476	
109477	the ministry
109478	
109479	you received
109480	in
109481	the Lord.”
109482	
109483	
109484	to it that you complete
109485	
109486	write this greeting
109487	
109488	by my own
109489	hand.
109490	I, Paul,
109491	Remember
109492	
109493	
109494	my chains.
109495	
109496	Grace
109497	be with you.
109498	
109499	From Paul
109500	
109501	and Silvanus
109502	
109503	and Timothy,
109504	
109505	to the church
109506	of the Thessalonians
109507	in
109508	God
109509	the Father
109510	
109511	and the Lord
109512	Jesus
109513	Christ.
109514	Grace
109515	
109516	
109517	and peace to you!
109518	We thank
109519	
109520	God
109521	always
109522	for
109523	all of you
109524	
109525	as we mention
109526	
109527	in
109528	
109529	our prayers,
109530	
109531	you constantly
109532	because we recall
109533	
109534	
109535	your work
109536	
109537	of faith
109538	
109539	
109540	and labor
109541	
109542	of love
109543	
109544	
109545	and endurance
109546	
109547	of hope
109548	
109549	in our Lord
109550	
109551	Jesus
109552	Christ.
109553	in the presence
109554	
109555	of our God
109556	
109557	and Father
109558	
109559	We know,
109560	brothers and sisters
109561	loved
109562	by
109563	
109564	God,
109565	
109566	that he has chosen you,
109567	
109568	
109569	
109570	in that our gospel
109571	
109572	did not
109573	come
109574	to you
109575	
109576	in
109577	words,
109578	merely
109579	but
109580	
109581	in
109582	power
109583	
109584	and in
109585	Spirit
109586	the Holy
109587	
109588	and with
109589	conviction
109590	deep
109591	
109592	(surely you recall
109593	
109594	the character we displayed when we came
109595	among you
109596	
109597	to help you).
109598	
109599	
109600	
109601	imitators of us
109602	
109603	And you became
109604	
109605	
109606	and of the Lord,
109607	when you received
109608	
109609	the message
109610	
109611	affliction.
109612	despite great
109613	with
109614	joy
109615	Spirit,
109616	that comes from the Holy
109617	As a result
109618	you became
109619	
109620	an example
109621	to all
109622	
109623	the believers
109624	in
109625	
109626	Macedonia
109627	
109628	and in
109629	
109630	Achaia.
109631	from you
109632	
109633	For
109634	has echoed forth
109635	
109636	the message
109637	
109638	of the Lord
109639	not
109640	just
109641	in
109642	
109643	Macedonia
109644	
109645	in
109646	
109647	and Achaia,
109648	but
109649	
109650	every
109651	place
109652	
109653	reports of your faith
109654	
109655	
109656	in
109657	
109658	God
109659	have spread,
109660	so that
109661	we do not
109662	need
109663	
109664	
109665	to say
109666	anything.
109667	
109668	For
109669	
109670	
109671	people everywhere report
109672	
109673	how
109674	you welcomed us
109675	to
109676	
109677	
109678	and how
109679	you turned
109680	
109681	
109682	God
109683	from
109684	
109685	idols
109686	to serve
109687	God
109688	the living
109689	
109690	and true
109691	
109692	and to wait for
109693	
109694	his Son
109695	
109696	from
109697	
109698	heaven,
109699	whom
109700	he raised
109701	from
109702	
109703	the dead,
109704	Jesus
109705	
109706	our deliverer
109707	
109708	from
109709	
109710	wrath.
109711	
109712	the coming
109713	
109714	For
109715	you yourselves know,
109716	brothers and sisters,
109717	
109718	about our coming
109719	
109720	
109721	to you –
109722	
109723	
109724	it has not
109725	to be purposeless.
109726	proven
109727	But
109728	although we suffered earlier
109729	
109730	and were mistreated
109731	as
109732	you know,
109733	in
109734	Philippi,
109735	we had the courage
109736	in
109737	
109738	our God
109739	
109740	declare
109741	to
109742	
109743	
109744	to you the gospel
109745	
109746	of God
109747	in
109748	spite of much
109749	opposition.
109750	
109751	For
109752	the appeal
109753	
109754	we make does not
109755	come from
109756	error
109757	or
109758	
109759	impurity
109760	or
109761	with
109762	deceit,
109763	but
109764	just as
109765	we have been approved
109766	by
109767	
109768	God
109769	to be entrusted
109770	
109771	with the gospel,
109772	so
109773	we declare
109774	it, not
109775	
109776	people
109777	to please
109778	but
109779	God,
109780	
109781	who examines
109782	
109783	our hearts.
109784	
109785	we never
109786	For
109787	
109788	with
109789	speech,
109790	flattering
109791	appeared
109792	as
109793	you know,
109794	nor
109795	with
109796	a pretext
109797	for greed –
109798	God
109799	is our witness –
109800	nor
109801	to seek
109802	from
109803	people,
109804	glory
109805	either
109806	from you
109807	
109808	or
109809	from
109810	others,
109811	although we could have imposed
109812	
109813	our weight
109814	
109815	as
109816	of Christ;
109817	apostles
109818	instead
109819	we became
109820	little children
109821	
109822	among you.
109823	
109824	Like
109825	
109826	a nursing mother
109827	caring
109828	
109829	for her own
109830	children,
109831	with such
109832	affection
109833	
109834	for you we were happy
109835	to share with you
109836	
109837	not
109838	only
109839	
109840	the gospel
109841	
109842	of God
109843	but
109844	
109845	
109846	also our own
109847	lives,
109848	because
109849	dear to us.
109850	
109851	you had become
109852	you recall,
109853	For
109854	brothers and sisters,
109855	
109856	our toil
109857	
109858	
109859	
109860	and drudgery:
109861	night
109862	
109863	and day
109864	By working
109865	so as
109866	
109867	not
109868	to impose a burden
109869	on any of you,
109870	
109871	we preached
109872	to you
109873	
109874	
109875	the gospel
109876	
109877	of God.
109878	
109879	You are witnesses,
109880	
109881	
109882	and so is God,
109883	as
109884	to how holy
109885	
109886	and righteous
109887	
109888	and blameless
109889	
109890	
109891	toward you who believe.
109892	our conduct was
109893	As
109894	you know,
109895	as
109896	one of you
109897	we treated each
109898	
109899	
109900	a father
109901	children,
109902	treats his own
109903	exhorting
109904	
109905	
109906	and encouraging
109907	
109908	you and insisting
109909	that
109910	
109911	you live
109912	
109913	in a way worthy
109914	
109915	of God
109916	
109917	who calls you
109918	
109919	to
109920	
109921	his own
109922	kingdom
109923	
109924	and his glory.
109925	
109926	And so
109927	
109928	
109929	
109930	thank
109931	
109932	God
109933	we too constantly
109934	
109935	that when you received
109936	message
109937	that you heard
109938	from us,
109939	
109940	
109941	God’s
109942	you accepted
109943	it not
109944	message,
109945	as a human
109946	but
109947	as
109948	is,
109949	it truly
109950	message,
109951	God’s
109952	which
109953	
109954	is at work
109955	among
109956	
109957	
109958	you who believe.
109959	
109960	For
109961	imitators,
109962	you became
109963	brothers and sisters,
109964	
109965	churches
109966	
109967	of God’s
109968	
109969	that are
109970	in
109971	
109972	Judea,
109973	in
109974	Christ
109975	Jesus
109976	
109977	
109978	
109979	because you too suffered
109980	
109981	
109982	the same things from
109983	
109984	your own
109985	countrymen
109986	as
109987	
109988	
109989	they in fact did from
109990	
109991	the Jews,
109992	
109993	
109994	
109995	both the Lord
109996	who killed
109997	Jesus
109998	
109999	
110000	and the prophets
110001	
110002	
110003	and persecuted us
110004	
110005	
110006	to God
110007	severely. They are displeasing
110008	
110009	to all
110010	people,
110011	and are opposed
110012	because they hinder us
110013	
110014	
110015	to the Gentiles
110016	from speaking
110017	so that
110018	they may be saved.
110019	Thus
110020	
110021	fill up
110022	
110023	
110024	their measure of sins,
110025	they constantly
110026	has come
110027	but
110028	upon them
110029	
110030	
110031	wrath
110032	
110033	completely.
110034	
110035	But
110036	brothers and sisters,
110037	when we were separated
110038	from you,
110039	
110040	for
110041	time
110042	a short
110043	(in presence,
110044	not
110045	in affection)
110046	we became all the more
110047	fervent
110048	
110049	in person.
110050	
110051	to see you
110052	in
110053	our great
110054	desire
110055	For
110056	we wanted
110057	to come
110058	to you
110059	
110060	
110061	
110062	(I, Paul,
110063	
110064	in fact tried again
110065	
110066	and again)
110067	
110068	thwarted us.
110069	
110070	
110071	but Satan
110072	who
110073	For
110074	
110075	is our hope
110076	or
110077	joy
110078	or
110079	crown
110080	to boast of
110081	
110082	Is it not of course you?
110083	
110084	
110085	before
110086	
110087	our Lord
110088	
110089	Jesus
110090	at
110091	
110092	
110093	his coming?
110094	
110095	For
110096	you are
110097	
110098	our glory
110099	
110100	
110101	
110102	and joy!
110103	So
110104	it no longer,
110105	when we could bear
110106	we decided
110107	to stay on
110108	in
110109	Athens
110110	alone.
110111	
110112	We sent
110113	Timothy,
110114	
110115	our brother
110116	
110117	
110118	and fellow worker
110119	
110120	for God
110121	in
110122	
110123	the gospel
110124	
110125	of Christ,
110126	to
110127	
110128	strengthen
110129	
110130	
110131	you and encourage
110132	you about
110133	
110134	your faith,
110135	
110136	
110137	so that no one
110138	would be shaken
110139	by
110140	
110141	these afflictions.
110142	
110143	
110144	For
110145	you yourselves know
110146	
110147	for this.
110148	
110149	that we are destined
110150	
110151	For
110152	in fact when
110153	with you,
110154	
110155	we were
110156	we were telling
110157	
110158	
110159	you in advance that we would
110160	suffer affliction,
110161	and so
110162	
110163	it has happened,
110164	
110165	as you well know.
110166	
110167	So
110168	when I
110169	it no longer,
110170	could bear
110171	I sent
110172	to
110173	
110174	find out
110175	
110176	about your faith,
110177	
110178	for fear that
110179	somehow
110180	the tempter
110181	
110182	
110183	tempted you
110184	
110185	
110186	useless.
110187	had proven
110188	
110189	and our toil
110190	
110191	now
110192	But
110193	has come
110194	Timothy
110195	to us
110196	
110197	from
110198	
110199	
110200	you and given us
110201	
110202	
110203	the good news of your faith
110204	
110205	
110206	and love
110207	
110208	
110209	
110210	
110211	think of us
110212	
110213	with affection
110214	and that you always
110215	and long
110216	
110217	to see us
110218	just as we also long to see you!
110219	
110220	
110221	
110222	through
110223	So
110224	we were reassured
110225	brothers and sisters,
110226	in
110227	
110228	about you,
110229	all
110230	
110231	our distress
110232	
110233	and affliction,
110234	
110235	
110236	
110237	
110238	your faith.
110239	
110240	For now
110241	we are alive
110242	again, if
110243	
110244	you stand firm
110245	in
110246	the Lord.
110247	how
110248	For
110249	we thank
110250	can
110251	
110252	God
110253	enough
110254	
110255	
110256	for you,
110257	for all
110258	
110259	the joy
110260	
110261	we feel
110262	because of you
110263	
110264	before
110265	
110266	our God?
110267	
110268	earnestly night
110269	
110270	and day
110271	
110272	We pray
110273	to
110274	
110275	see you
110276	
110277	
110278	in person
110279	
110280	and make up
110281	
110282	what may be lacking
110283	
110284	in your faith.
110285	
110286	
110287	Now
110288	
110289	may God
110290	
110291	our Father himself
110292	
110293	
110294	
110295	and our Lord
110296	
110297	Jesus
110298	direct
110299	
110300	our way
110301	
110302	to you.
110303	
110304	
110305	And
110306	
110307	may the Lord
110308	cause
110309	
110310	you to increase and abound
110311	
110312	in love
110313	for
110314	one another
110315	
110316	and for
110317	all,
110318	just as
110319	
110320	
110321	we do for you,
110322	
110323	so that
110324	
110325	are strengthened
110326	
110327	
110328	your hearts
110329	to be blameless
110330	in
110331	holiness
110332	before
110333	
110334	our God
110335	
110336	and Father
110337	
110338	at
110339	
110340	the coming
110341	
110342	of our Lord
110343	
110344	Jesus
110345	with
110346	all
110347	
110348	his saints.
110349	
110350	
110351	Finally
110352	then,
110353	brothers and sisters,
